Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Laurens County, South Carolina",45059,"33.85 (31.47, 36.27)","38.39 (35.98, 40.72)","44.83 (42.50, 47.49)","54.39 (51.55, 57.19)","63.58 (60.57, 66.69)","71.40 (68.28, 74.67)","77.83 (74.26, 81.55)","84.56 (80.38, 88.75)","149.84 (129.35, 173.70)"
"Lee County, South Carolina",45061,"32.76 (29.51, 36.43)","36.31 (33.14, 39.77)","40.52 (37.49, 43.94)","48.51 (44.89, 52.20)","56.91 (53.15, 60.54)","61.28 (57.37, 65.37)","65.06 (60.38, 69.54)","69.64 (64.42, 75.14)","112.54 (87.63, 141.06)"
"Lexington County, South Carolina",45063,"45.55 (42.88, 48.15)","47.45 (45.11, 49.79)","50.14 (47.88, 52.53)","55.96 (53.68, 58.36)","61.04 (58.59, 63.74)","59.06 (56.78, 61.57)","60.33 (57.85, 62.99)","60.25 (57.52, 63.13)","32.27 (22.27, 43.74)"
"Marion County, South Carolina",45067,"35.42 (32.37, 38.80)","39.88 (37.06, 42.91)","44.28 (41.47, 47.57)","52.99 (49.80, 56.42)","62.33 (58.80, 65.90)","65.63 (61.95, 69.22)","68.12 (64.16, 71.94)","71.42 (66.92, 76.27)","101.62 (80.39, 125.65)"
"Marlboro County, South Carolina",45069,"36.72 (33.63, 39.73)","42.60 (39.57, 45.85)","48.80 (45.61, 52.20)","60.93 (57.24, 64.80)","72.71 (68.41, 76.90)","80.02 (75.75, 84.93)","83.56 (78.70, 88.69)","92.22 (86.39, 98.09)","151.14 (127.34, 179.45)"
"McCormick County, South Carolina",45065,"33.97 (30.17, 37.94)","35.71 (32.21, 39.27)","37.43 (34.32, 40.65)","41.49 (37.87, 45.02)","44.65 (40.69, 48.71)","46.25 (42.38, 50.56)","43.71 (39.99, 47.89)","44.89 (40.61, 49.46)","32.16 (16.35, 50.82)"
"Newberry County, South Carolina",45071,"37.03 (34.17, 39.90)","40.22 (37.59, 42.96)","43.18 (40.61, 45.80)","49.04 (46.36, 51.89)","53.99 (51.34, 57.02)","57.65 (54.83, 60.51)","59.15 (55.84, 62.63)","59.94 (56.17, 63.62)","61.86 (46.30, 78.86)"
"Oconee County, South Carolina",45073,"35.43 (33.17, 37.93)","39.00 (36.70, 41.47)","42.16 (40.02, 44.35)","50.39 (47.81, 52.94)","57.64 (55.11, 60.44)","62.31 (59.55, 65.30)","64.03 (61.01, 67.12)","66.85 (63.79, 70.33)","88.66 (74.12, 105.36)"
"Orangeburg County, South Carolina",45075,"36.25 (34.00, 38.78)","39.95 (37.70, 42.22)","43.58 (41.36, 45.83)","49.59 (47.18, 52.09)","54.74 (52.16, 57.41)","56.74 (54.05, 59.45)","59.12 (56.32, 62.20)","60.55 (57.53, 63.72)","67.00 (52.83, 81.26)"
"Pickens County, South Carolina",45077,"30.14 (28.14, 32.34)","34.57 (32.63, 36.60)","40.35 (38.23, 42.44)","49.11 (46.83, 51.44)","59.78 (57.18, 62.43)","66.73 (63.50, 69.83)","69.47 (66.24, 72.82)","74.85 (71.23, 78.66)","148.33 (126.68, 170.89)"
"Richland County, South Carolina",45079,"44.85 (42.68, 47.21)","45.54 (43.63, 47.62)","46.71 (44.85, 48.71)","48.82 (46.86, 50.92)","53.37 (51.39, 55.41)","49.66 (47.79, 51.64)","45.38 (43.59, 47.23)","46.98 (44.81, 49.18)","4.74 (-1.70, 11.76)"
"Saluda County, South Carolina",45081,"33.99 (30.57, 37.68)","36.34 (33.12, 39.67)","39.22 (36.06, 42.71)","44.82 (41.39, 48.32)","49.59 (45.82, 53.65)","51.77 (47.90, 55.64)","52.27 (48.43, 56.47)","53.10 (48.85, 57.43)","56.21 (37.46, 76.36)"
"Spartanburg County, South Carolina",45083,"39.01 (37.09, 40.91)","43.13 (41.27, 45.21)","48.67 (46.72, 50.69)","57.73 (55.51, 60.06)","68.00 (65.54, 70.62)","73.56 (70.76, 76.50)","75.98 (73.05, 78.99)","82.24 (78.91, 85.58)","110.80 (98.15, 124.27)"
"Sumter County, South Carolina",45085,"35.11 (32.75, 37.60)","38.62 (36.33, 41.13)","42.39 (40.13, 44.70)","50.99 (48.44, 53.73)","58.97 (56.22, 61.66)","64.26 (61.41, 67.23)","66.74 (63.53, 69.94)","68.61 (65.02, 72.31)","95.38 (79.84, 114.39)"
"Union County, South Carolina",45087,"33.37 (30.50, 36.29)","37.50 (34.81, 40.36)","43.84 (41.08, 46.56)","54.97 (51.92, 58.32)","66.53 (63.10, 70.21)","76.05 (72.20, 79.81)","83.77 (79.57, 88.39)","90.98 (85.59, 96.79)","172.64 (144.86, 205.11)"
"Williamsburg County, South Carolina",45089,"31.70 (28.92, 34.60)","35.04 (32.26, 38.03)","38.37 (35.65, 41.27)","43.45 (40.67, 46.30)","48.88 (45.83, 52.06)","52.10 (48.83, 55.23)","52.74 (49.50, 56.16)","54.00 (50.36, 58.06)","70.32 (52.17, 89.98)"
"York County, South Carolina",45091,"38.67 (36.35, 41.02)","42.47 (40.33, 44.93)","47.13 (44.90, 49.28)","56.46 (54.02, 58.90)","61.99 (59.34, 64.72)","67.19 (64.29, 70.08)","67.03 (64.13, 69.92)","69.74 (66.37, 73.20)","80.34 (67.48, 95.31)"
South Dakota,46,"36.54 (35.37, 37.76)","39.40 (38.30, 40.44)","41.25 (40.31, 42.33)","46.70 (45.59, 47.92)","52.36 (51.14, 53.59)","54.36 (53.05, 55.72)","53.64 (52.30, 55.05)","54.44 (52.85, 56.11)","48.98 (42.58, 55.55)"
"Aurora County, South Dakota",46003,"38.48 (33.83, 42.98)","40.68 (36.50, 44.90)","42.42 (38.25, 47.10)","45.81 (41.34, 50.48)","48.54 (44.04, 53.61)","46.76 (42.10, 51.97)","45.39 (40.47, 51.01)","45.28 (39.94, 51.59)","17.67 (0.02, 39.41)"
"Beadle County, South Dakota",46005,"32.58 (29.69, 35.72)","35.39 (32.83, 38.34)","38.38 (36.02, 40.88)","43.82 (41.29, 46.37)","48.59 (45.66, 51.73)","50.77 (47.73, 53.84)","48.89 (45.62, 52.27)","50.02 (46.39, 53.76)","53.52 (36.16, 72.72)"
"Bennett County, South Dakota",46007,"53.81 (47.27, 61.13)","55.84 (49.98, 62.21)","57.96 (52.41, 64.13)","64.09 (58.09, 70.53)","71.99 (65.37, 79.14)","72.02 (65.26, 79.65)","71.94 (64.45, 79.69)","69.46 (61.46, 78.04)","29.08 (8.91, 52.95)"
"Bon Homme County, South Dakota",46009,"31.27 (27.92, 35.21)","33.30 (30.22, 36.47)","34.33 (31.48, 37.35)","37.68 (34.85, 40.85)","40.26 (37.17, 43.46)","42.40 (39.02, 46.30)","41.28 (37.73, 45.21)","40.87 (36.86, 45.33)","30.70 (11.81, 52.87)"
"Brookings County, South Dakota",46011,"26.20 (23.98, 28.45)","28.58 (26.38, 30.84)","30.76 (28.54, 32.81)","35.81 (33.41, 38.20)","40.84 (38.30, 43.54)","42.38 (39.58, 45.27)","43.05 (40.05, 46.39)","44.81 (41.26, 48.85)","71.06 (51.58, 94.06)"
"Brown County, South Dakota",46013,"28.16 (25.87, 30.52)","31.30 (29.23, 33.54)","34.41 (32.38, 36.63)","39.64 (37.41, 41.76)","45.81 (43.38, 48.43)","49.11 (46.41, 51.93)","50.23 (47.48, 53.12)","52.39 (49.01, 55.84)","86.06 (66.32, 106.88)"
"Brule County, South Dakota",46015,"33.85 (29.78, 38.00)","37.06 (33.40, 41.09)","39.78 (36.43, 43.30)","44.33 (40.68, 48.20)","49.24 (45.14, 53.38)","52.08 (47.59, 56.71)","51.87 (47.07, 56.69)","52.18 (46.73, 57.85)","54.13 (32.14, 80.50)"
"Buffalo County, South Dakota",46017,"56.55 (47.47, 66.86)","62.72 (53.18, 73.03)","65.84 (56.55, 76.92)","68.39 (59.05, 78.48)","76.88 (65.51, 89.02)","91.24 (77.33, 105.68)","95.54 (80.05, 111.65)","100.10 (83.55, 117.88)","77.02 (46.56, 115.01)"
"Butte County, South Dakota",46019,"46.60 (42.14, 51.46)","49.54 (45.24, 53.80)","51.57 (47.68, 55.41)","57.48 (53.46, 61.73)","65.46 (60.74, 70.24)","68.89 (63.69, 73.65)","67.12 (61.88, 72.37)","68.26 (62.44, 74.20)","46.49 (29.05, 67.15)"
"Campbell County, South Dakota",46021,"27.63 (23.98, 31.92)","28.62 (24.83, 32.77)","29.71 (26.18, 33.88)","31.87 (28.27, 35.80)","32.39 (28.62, 36.28)","31.25 (27.51, 35.38)","30.78 (26.60, 35.36)","30.42 (25.91, 35.71)","10.11 (-9.38, 32.83)"
"Charles Mix County, South Dakota",46023,"40.54 (36.69, 44.86)","41.56 (37.90, 45.60)","42.45 (39.15, 46.00)","47.46 (43.95, 51.47)","52.26 (48.28, 56.53)","52.61 (48.41, 56.95)","50.81 (46.76, 55.19)","50.62 (46.30, 55.50)","24.88 (10.29, 41.20)"
"Clark County, South Dakota",46025,"29.65 (26.35, 33.12)","32.47 (29.32, 35.71)","34.77 (31.76, 38.19)","39.53 (36.31, 42.90)","44.61 (40.71, 48.54)","47.21 (43.12, 51.67)","46.68 (42.34, 51.38)","48.53 (43.39, 53.67)","63.68 (40.43, 87.63)"
"Clay County, South Dakota",46027,"32.62 (28.94, 36.48)","35.21 (31.70, 38.92)","37.83 (34.47, 41.52)","43.43 (39.50, 47.77)","50.64 (45.95, 55.55)","52.81 (47.72, 57.90)","53.40 (48.47, 58.48)","53.44 (48.06, 59.51)","63.84 (41.67, 89.07)"
"Codington County, South Dakota",46029,"30.23 (27.53, 33.27)","33.05 (30.60, 35.61)","35.41 (32.92, 38.01)","41.45 (38.80, 44.11)","47.56 (44.70, 50.27)","50.43 (47.41, 53.24)","51.87 (48.82, 55.24)","53.50 (49.68, 57.35)","76.95 (57.10, 100.36)"
"Corson County, South Dakota",46031,"39.13 (34.52, 43.87)","42.95 (38.24, 48.06)","46.68 (42.01, 52.00)","50.12 (45.08, 55.61)","54.35 (49.11, 60.17)","53.66 (48.26, 59.63)","52.51 (46.68, 58.98)","54.46 (47.75, 61.94)","39.18 (20.23, 62.24)"
"Custer County, South Dakota",46033,"54.17 (48.56, 59.99)","56.02 (51.15, 61.11)","56.87 (52.51, 61.51)","60.44 (56.12, 64.80)","65.11 (60.90, 69.56)","60.79 (56.60, 65.18)","56.00 (52.06, 60.74)","53.85 (49.43, 58.83)","-0.59 (-13.37, 15.05)"
"Davison County, South Dakota",46035,"39.49 (36.00, 42.98)","41.07 (38.11, 44.33)","41.87 (39.04, 44.80)","45.17 (42.36, 47.93)","48.18 (45.19, 51.34)","49.88 (46.80, 53.20)","48.21 (45.01, 51.56)","48.17 (44.70, 51.97)","21.97 (7.86, 37.73)"
"Day County, South Dakota",46037,"29.30 (26.19, 32.62)","32.59 (29.64, 35.61)","35.62 (32.63, 38.67)","40.39 (37.23, 43.51)","45.06 (41.60, 48.56)","46.68 (42.87, 50.41)","48.89 (44.54, 53.01)","50.60 (46.00, 55.44)","72.74 (51.38, 97.42)"
"Deuel County, South Dakota",46039,"25.44 (22.74, 28.40)","28.48 (25.70, 31.52)","31.54 (28.82, 34.38)","36.04 (32.90, 39.35)","40.91 (37.45, 44.55)","42.65 (38.94, 46.63)","43.35 (38.97, 47.98)","44.76 (39.97, 49.87)","75.91 (51.63, 100.97)"
"Dewey County, South Dakota",46041,"46.88 (41.41, 52.87)","50.51 (44.97, 56.45)","54.22 (48.81, 60.02)","61.09 (55.44, 67.54)","70.47 (63.94, 77.48)","73.02 (65.45, 81.12)","72.80 (64.77, 81.63)","73.61 (64.58, 83.05)","57.01 (35.81, 83.77)"
"Douglas County, South Dakota",46043,"38.02 (33.30, 42.97)","38.82 (34.84, 43.06)","38.83 (35.19, 42.69)","41.92 (38.20, 45.70)","45.41 (41.43, 49.66)","47.98 (43.55, 52.67)","47.16 (42.35, 52.57)","49.84 (44.24, 55.82)","31.06 (11.48, 55.03)"
"Edmunds County, South Dakota",46045,"23.43 (20.55, 26.73)","25.56 (22.74, 28.64)","27.72 (24.84, 30.84)","31.99 (28.73, 35.48)","36.72 (33.02, 40.71)","39.87 (35.63, 44.54)","40.14 (35.40, 45.40)","41.03 (35.98, 46.67)","75.11 (46.23, 107.89)"
"Fall River County, South Dakota",46047,"73.95 (67.59, 81.10)","76.23 (70.26, 82.11)","77.85 (72.52, 83.39)","84.65 (79.65, 89.54)","93.50 (88.15, 99.01)","91.79 (86.59, 97.46)","89.49 (83.68, 95.47)","89.84 (83.07, 97.17)","21.49 (6.82, 37.60)"
"Faulk County, South Dakota",46049,"30.46 (26.55, 35.07)","32.34 (28.65, 36.19)","34.53 (30.98, 38.38)","38.92 (35.04, 43.15)","42.91 (38.75, 47.41)","44.22 (39.90, 49.01)","45.87 (41.02, 51.34)","47.21 (41.74, 52.86)","55.00 (32.70, 81.89)"
"Grant County, South Dakota",46051,"31.05 (27.97, 34.04)","34.20 (31.27, 37.15)","36.68 (33.95, 39.59)","42.83 (39.72, 46.05)","49.29 (45.78, 53.17)","51.44 (47.77, 55.45)","53.75 (49.18, 58.63)","56.88 (51.78, 62.69)","83.19 (59.85, 110.34)"
"Gregory County, South Dakota",46053,"33.17 (29.52, 36.96)","35.10 (31.75, 38.50)","36.70 (33.56, 39.88)","42.37 (39.03, 45.92)","48.29 (44.25, 52.34)","49.31 (45.14, 53.84)","51.46 (46.94, 56.45)","52.14 (46.73, 57.53)","57.18 (34.12, 82.80)"
"Haakon County, South Dakota",46055,"39.43 (34.41, 44.62)","40.90 (36.09, 46.13)","42.77 (37.93, 47.95)","49.75 (44.08, 55.62)","59.16 (52.28, 66.49)","60.81 (53.62, 68.29)","58.45 (50.83, 66.26)","60.31 (51.77, 68.90)","52.96 (30.03, 78.57)"
"Hamlin County, South Dakota",46057,"33.65 (30.09, 37.47)","36.73 (33.22, 40.16)","40.07 (36.78, 43.78)","46.13 (42.59, 49.76)","52.74 (48.80, 56.66)","56.38 (51.92, 61.21)","55.58 (50.68, 60.65)","58.23 (52.61, 64.32)","73.02 (49.34, 101.61)"
"Hand County, South Dakota",46059,"30.81 (27.36, 34.67)","33.30 (30.03, 36.99)","35.54 (32.24, 39.24)","40.47 (36.79, 44.39)","44.93 (41.14, 48.98)","48.35 (43.84, 53.07)","48.29 (43.64, 53.16)","48.78 (43.76, 54.32)","58.34 (35.30, 84.20)"
"Hanson County, South Dakota",46061,"27.42 (23.70, 31.48)","27.70 (24.42, 31.24)","27.72 (24.50, 30.87)","30.55 (27.22, 34.15)","32.84 (29.07, 36.67)","33.42 (29.26, 37.50)","31.66 (27.40, 36.20)","33.34 (28.45, 38.42)","21.57 (1.00, 43.88)"
"Harding County, South Dakota",46063,"41.09 (35.75, 47.02)","41.81 (36.55, 47.75)","43.72 (38.38, 49.37)","46.01 (40.36, 52.28)","49.89 (43.39, 57.47)","50.63 (43.46, 59.24)","53.44 (45.10, 63.19)","53.17 (44.28, 63.90)","29.38 (6.78, 55.02)"
"Hughes County, South Dakota",46065,"34.29 (30.89, 37.87)","36.69 (33.42, 40.01)","39.20 (36.21, 42.16)","45.49 (42.52, 48.62)","52.10 (48.81, 55.50)","55.23 (51.35, 59.18)","54.96 (51.01, 59.13)","57.54 (52.94, 62.39)","67.82 (45.36, 92.80)"
"Hutchinson County, South Dakota",46067,"29.30 (26.45, 31.99)","30.48 (28.13, 32.99)","31.13 (28.91, 33.50)","32.93 (30.64, 35.49)","34.39 (31.82, 36.95)","35.34 (32.81, 38.15)","35.36 (32.28, 38.49)","35.75 (32.36, 39.11)","22.00 (7.11, 40.96)"
"Hyde County, South Dakota",46069,"33.93 (29.42, 38.73)","34.05 (29.92, 38.37)","34.54 (30.28, 38.48)","39.31 (34.54, 43.94)","45.76 (40.42, 51.40)","50.66 (44.44, 57.19)","47.64 (41.42, 54.28)","48.10 (41.00, 55.48)","41.78 (19.83, 69.08)"
"Jackson County, South Dakota",46071,"44.51 (39.17, 50.00)","47.93 (42.59, 53.71)","51.17 (45.88, 56.58)","58.18 (52.71, 64.01)","64.91 (58.91, 71.04)","69.75 (62.80, 77.03)","68.72 (61.47, 76.63)","72.80 (64.65, 81.68)","63.57 (41.30, 90.21)"
"Jerauld County, South Dakota",46073,"32.74 (29.02, 36.87)","34.67 (31.13, 38.45)","34.97 (31.52, 38.78)","39.18 (35.44, 43.35)","43.38 (38.85, 48.12)","43.14 (38.53, 47.96)","42.24 (37.47, 47.43)","43.26 (37.96, 48.91)","32.14 (12.14, 55.02)"
"Jones County, South Dakota",46075,"42.60 (36.37, 50.12)","44.84 (38.72, 51.75)","46.43 (40.55, 52.94)","52.51 (45.94, 60.25)","60.48 (52.45, 69.27)","60.97 (53.02, 70.11)","58.21 (50.00, 68.12)","57.70 (49.08, 68.23)","35.44 (11.35, 64.15)"
"Kingsbury County, South Dakota",46077,"32.42 (29.08, 35.91)","33.97 (30.94, 37.23)","35.77 (32.88, 38.78)","40.59 (37.48, 44.03)","44.86 (41.49, 48.45)","47.24 (43.08, 51.66)","45.86 (41.52, 50.25)","48.58 (43.53, 53.83)","49.83 (29.04, 72.20)"
"Lake County, South Dakota",46079,"34.00 (30.85, 37.11)","36.80 (33.61, 39.76)","38.81 (36.24, 41.58)","44.07 (41.00, 47.09)","49.65 (46.37, 53.24)","52.60 (49.13, 56.24)","52.22 (48.21, 56.27)","54.96 (50.42, 59.71)","61.64 (42.56, 82.72)"
"Lawrence County, South Dakota",46081,"49.32 (45.49, 53.51)","51.43 (48.11, 54.86)","53.48 (50.13, 56.63)","58.48 (55.31, 61.62)","64.73 (61.30, 68.26)","64.54 (61.23, 68.20)","62.35 (58.56, 66.17)","62.56 (58.40, 66.99)","26.86 (13.57, 40.86)"
"Lincoln County, South Dakota",46083,"27.57 (25.01, 30.55)","30.08 (27.40, 32.72)","32.42 (30.11, 34.89)","36.40 (33.91, 38.93)","40.07 (37.34, 42.73)","41.22 (38.36, 44.06)","40.19 (37.33, 43.19)","40.24 (37.02, 43.44)","45.95 (29.03, 66.49)"
"Lyman County, South Dakota",46085,"42.39 (37.88, 47.41)","44.90 (40.32, 49.68)","47.19 (42.76, 51.51)","52.56 (48.04, 57.45)","58.16 (52.87, 63.57)","60.69 (55.27, 66.39)","57.43 (51.57, 63.41)","59.09 (52.75, 65.56)","39.40 (21.96, 60.27)"
"Marshall County, South Dakota",46091,"32.11 (28.54, 35.89)","35.80 (32.34, 39.29)","39.90 (36.40, 43.44)","46.54 (42.92, 50.41)","53.12 (48.87, 57.45)","57.71 (52.64, 62.44)","58.11 (52.61, 63.47)","60.42 (54.27, 66.85)","88.15 (61.00, 122.37)"
"McCook County, South Dakota",46087,"35.76 (32.05, 39.55)","38.78 (35.24, 42.60)","41.83 (38.44, 45.46)","47.52 (44.09, 51.30)","52.00 (47.91, 56.13)","53.36 (49.04, 57.77)","53.40 (48.59, 58.24)","54.12 (49.04, 59.60)","51.34 (31.70, 75.90)"
"McPherson County, South Dakota",46089,"22.95 (20.06, 26.47)","24.76 (21.79, 27.83)","26.20 (23.32, 29.17)","29.34 (26.24, 32.70)","32.63 (28.94, 36.50)","33.65 (29.69, 37.73)","32.17 (28.42, 36.15)","33.72 (29.35, 38.07)","46.94 (24.18, 72.65)"
"Meade County, South Dakota",46093,"48.29 (44.04, 52.58)","52.06 (47.98, 55.96)","54.62 (51.04, 58.14)","60.93 (57.38, 64.59)","68.95 (65.15, 73.12)","70.18 (66.08, 74.76)","67.44 (63.21, 71.69)","70.49 (65.67, 75.46)","45.96 (29.45, 64.04)"
"Mellette County, South Dakota",46095,"52.79 (45.82, 61.16)","56.90 (49.64, 64.28)","60.92 (53.89, 68.40)","68.00 (60.73, 75.73)","73.05 (65.02, 81.67)","74.01 (65.44, 83.22)","72.49 (63.79, 81.69)","75.13 (65.67, 85.82)","42.32 (18.62, 69.10)"
"Miner County, South Dakota",46097,"34.82 (30.60, 38.87)","36.87 (33.08, 40.63)","38.50 (34.66, 42.34)","42.97 (38.94, 47.03)","46.97 (42.35, 51.52)","46.80 (42.05, 51.68)","44.19 (39.40, 49.32)","46.14 (40.88, 52.31)","32.51 (11.94, 55.77)"
"Minnehaha County, South Dakota",46099,"38.58 (36.27, 40.93)","42.98 (40.76, 45.24)","43.10 (41.17, 45.15)","51.81 (49.55, 54.23)","58.73 (56.38, 61.26)","62.85 (59.96, 65.41)","62.37 (59.76, 65.04)","61.92 (59.07, 65.05)","60.49 (48.85, 73.68)"
"Moody County, South Dakota",46101,"28.42 (25.32, 31.63)","30.93 (27.95, 33.90)","32.87 (30.06, 35.88)","36.37 (33.32, 39.68)","40.27 (36.68, 44.02)","39.99 (36.23, 44.20)","41.37 (37.20, 45.77)","42.02 (37.47, 46.97)","47.85 (27.24, 72.16)"
"Oglala Lakota County, South Dakota",46102,"76.46 (68.83, 84.42)","83.24 (75.73, 90.95)","89.00 (81.76, 96.44)","92.79 (85.27, 99.92)","100.89 (93.30, 108.75)","102.65 (94.60, 110.93)","98.35 (89.87, 106.64)","100.02 (90.73, 109.63)","30.81 (15.47, 48.56)"
"Pennington County, South Dakota",46103,"49.92 (46.82, 53.15)","50.71 (48.02, 53.72)","49.69 (47.19, 52.22)","52.68 (50.30, 55.31)","57.23 (54.78, 59.96)","55.70 (52.95, 58.44)","51.53 (49.20, 54.06)","49.88 (47.25, 52.61)","-0.08 (-8.52, 8.74)"
"Perkins County, South Dakota",46105,"35.67 (31.85, 39.63)","38.68 (35.03, 42.46)","41.49 (37.82, 45.34)","48.22 (44.19, 52.43)","54.15 (49.73, 58.72)","54.43 (49.76, 59.32)","55.60 (50.58, 61.27)","56.87 (51.03, 62.82)","59.44 (36.60, 86.59)"
"Potter County, South Dakota",46107,"36.62 (32.29, 41.30)","41.17 (36.88, 45.66)","44.49 (40.24, 48.81)","49.85 (45.65, 54.29)","57.09 (52.37, 62.18)","57.14 (51.84, 62.81)","57.49 (51.87, 63.68)","59.03 (52.51, 66.36)","61.21 (37.15, 92.46)"
"Roberts County, South Dakota",46109,"30.37 (27.41, 33.70)","32.85 (30.11, 35.83)","35.31 (32.64, 38.19)","40.32 (37.41, 43.56)","44.92 (41.61, 48.20)","47.38 (43.75, 50.98)","46.18 (42.43, 49.97)","47.14 (42.50, 51.17)","55.23 (35.28, 78.83)"
"Sanborn County, South Dakota",46111,"42.68 (37.64, 48.31)","44.63 (40.28, 49.68)","46.06 (41.58, 50.96)","47.53 (43.07, 51.85)","49.15 (44.51, 53.91)","49.47 (44.54, 54.77)","46.90 (42.00, 52.32)","49.76 (44.26, 56.02)","16.57 (-0.33, 35.36)"
"Spink County, South Dakota",46115,"31.06 (27.84, 34.52)","35.33 (31.96, 38.60)","39.31 (35.98, 42.44)","46.51 (42.75, 50.11)","53.71 (49.43, 57.77)","57.51 (53.02, 61.99)","58.37 (53.69, 63.03)","61.17 (55.39, 67.09)","96.95 (71.58, 126.42)"
"Stanley County, South Dakota",46117,"52.67 (45.62, 60.41)","52.57 (46.24, 59.09)","53.78 (47.84, 60.09)","59.67 (53.49, 66.43)","67.98 (60.86, 75.47)","68.25 (61.33, 75.65)","67.75 (60.10, 75.67)","71.05 (62.52, 80.67)","34.90 (14.86, 57.39)"
"Sully County, South Dakota",46119,"31.31 (26.51, 37.06)","31.14 (26.90, 36.26)","30.78 (26.57, 35.53)","35.38 (30.74, 40.60)","41.07 (35.39, 47.17)","42.01 (35.83, 48.37)","39.30 (33.25, 45.79)","38.68 (32.37, 45.34)","23.55 (1.42, 47.50)"
"Todd County, South Dakota",46121,"60.13 (53.32, 67.06)","66.12 (59.28, 73.26)","71.49 (65.05, 78.22)","78.16 (71.54, 84.79)","89.89 (82.29, 97.48)","89.87 (81.97, 97.92)","91.38 (82.47, 100.54)","95.65 (85.79, 105.49)","59.06 (37.25, 84.15)"
"Tripp County, South Dakota",46123,"31.89 (28.46, 35.63)","34.15 (30.80, 37.79)","35.40 (32.36, 38.60)","39.10 (35.93, 42.36)","43.01 (39.63, 46.60)","45.01 (40.76, 48.69)","44.33 (40.32, 48.59)","45.50 (40.92, 50.41)","42.69 (22.45, 66.11)"
"Turner County, South Dakota",46125,"29.44 (26.56, 32.81)","32.04 (29.29, 34.99)","34.15 (31.51, 36.92)","38.31 (35.54, 41.15)","42.14 (39.16, 45.45)","46.30 (42.75, 50.22)","45.53 (41.97, 49.27)","48.31 (43.94, 53.09)","64.07 (43.50, 89.64)"
"Union County, South Dakota",46127,"35.07 (31.71, 38.64)","38.67 (35.17, 41.98)","41.38 (38.07, 44.43)","45.23 (42.03, 48.60)","50.03 (46.75, 53.61)","51.15 (47.74, 54.86)","50.10 (46.62, 53.88)","51.91 (47.84, 56.40)","48.01 (29.90, 67.83)"
"Walworth County, South Dakota",46129,"34.76 (31.24, 38.81)","37.00 (33.53, 40.67)","38.56 (35.11, 42.06)","42.87 (39.14, 46.75)","47.44 (43.27, 51.79)","48.79 (44.53, 53.47)","48.36 (43.74, 53.20)","49.88 (44.61, 55.82)","43.52 (23.22, 66.56)"
"Yankton County, South Dakota",46135,"27.53 (25.06, 30.16)","30.34 (28.01, 32.90)","33.13 (30.91, 35.38)","37.53 (35.21, 40.02)","42.96 (40.37, 45.49)","44.98 (42.17, 47.75)","45.64 (42.54, 48.89)","47.71 (44.00, 51.28)","73.31 (52.44, 97.04)"
"Ziebach County, South Dakota",46137,"44.19 (37.65, 51.78)","45.39 (39.22, 51.99)","46.80 (40.82, 53.43)","52.16 (45.35, 59.69)","59.14 (51.08, 67.76)","59.87 (51.73, 68.85)","60.40 (51.92, 69.96)","57.58 (48.43, 67.62)","30.29 (9.30, 53.39)"
Tennessee,47,"41.90 (40.78, 43.03)","44.75 (43.76, 45.74)","47.84 (46.84, 48.92)","53.96 (52.80, 55.28)","61.51 (60.17, 62.82)","64.07 (62.71, 65.48)","64.21 (62.80, 65.62)","66.39 (64.67, 68.16)","58.43 (52.80, 63.76)"
"Anderson County, Tennessee",47001,"47.53 (44.71, 50.39)","49.90 (47.19, 52.56)","52.33 (49.77, 54.82)","58.45 (55.85, 61.08)","66.33 (63.33, 69.28)","67.07 (64.28, 70.15)","68.88 (65.59, 71.97)","70.75 (67.31, 74.07)","48.85 (37.88, 60.83)"
"Bedford County, Tennessee",47003,"35.75 (33.04, 38.65)","40.76 (37.96, 43.71)","44.61 (42.04, 47.15)","51.97 (49.05, 54.84)","61.25 (58.06, 64.61)","66.18 (62.76, 69.82)","69.63 (65.78, 73.44)","74.09 (69.77, 78.73)","107.23 (86.14, 129.21)"
"Benton County, Tennessee",47005,"33.87 (30.83, 37.31)","37.14 (34.01, 40.50)","41.12 (38.23, 44.17)","48.18 (45.11, 51.51)","57.23 (53.72, 61.02)","62.46 (58.63, 66.54)","66.26 (62.17, 70.56)","70.81 (65.93, 75.53)","109.07 (85.96, 135.39)"
"Bledsoe County, Tennessee",47007,"53.09 (47.98, 58.71)","57.27 (52.71, 62.25)","60.86 (56.32, 65.52)","67.22 (62.51, 72.14)","74.37 (69.55, 79.44)","72.47 (67.68, 77.32)","77.00 (71.42, 83.01)","80.79 (74.33, 87.52)","52.19 (33.14, 72.45)"
"Blount County, Tennessee",47009,"33.76 (31.65, 36.20)","37.41 (35.51, 39.53)","41.55 (39.66, 43.66)","48.48 (46.39, 50.59)","57.40 (55.03, 59.95)","59.63 (56.95, 62.21)","62.62 (59.75, 65.48)","65.69 (62.44, 69.08)","94.60 (79.09, 110.95)"
