Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Lynchburg City, Virginia",51680,"3.31 (2.51, 5.11)","3.62 (2.84, 5.32)","4.12 (3.34, 5.60)","4.96 (4.06, 6.25)","6.19 (4.45, 7.40)","6.81 (4.59, 8.32)","7.09 (4.72, 8.80)","7.37 (4.86, 9.21)","123.04 (19.26, 221.31)"
"Madison County, Virginia",51113,"2.70 (1.89, 4.32)","2.86 (2.11, 4.48)","3.11 (2.38, 4.41)","3.67 (2.84, 4.82)","4.44 (3.05, 5.69)","4.83 (3.05, 6.33)","4.94 (3.02, 6.62)","5.19 (3.20, 7.07)","92.55 (-0.52, 187.83)"
"Manassas City, Virginia",51683,"2.69 (2.03, 4.26)","2.81 (2.20, 4.24)","3.01 (2.47, 4.19)","3.54 (2.91, 4.60)","4.44 (3.20, 5.34)","4.81 (3.20, 5.76)","4.91 (3.22, 5.95)","5.02 (3.33, 6.13)","86.94 (-0.54, 169.89)"
"Manassas Park City, Virginia",51685,"2.69 (2.03, 4.26)","2.81 (2.20, 4.24)","3.01 (2.47, 4.19)","3.54 (2.91, 4.60)","4.44 (3.20, 5.34)","4.81 (3.20, 5.76)","4.91 (3.22, 5.95)","5.02 (3.33, 6.13)","86.94 (-0.54, 169.89)"
"Martinsville City, Virginia",51690,"2.74 (1.86, 4.31)","3.02 (2.12, 4.63)","3.42 (2.52, 4.87)","4.19 (3.11, 5.57)","5.19 (3.60, 6.82)","5.76 (3.66, 7.80)","6.11 (3.75, 8.59)","6.23 (3.75, 8.67)","127.62 (15.33, 261.29)"
"Mathews County, Virginia",51115,"2.38 (1.74, 3.75)","2.60 (1.97, 3.92)","2.88 (2.27, 4.15)","3.41 (2.66, 4.48)","4.15 (2.92, 5.29)","4.56 (2.95, 5.86)","4.68 (2.93, 6.13)","4.87 (3.13, 6.47)","105.05 (9.29, 201.17)"
"Mecklenburg County, Virginia",51117,"3.07 (2.37, 4.71)","3.32 (2.61, 4.94)","3.57 (2.88, 4.81)","4.19 (3.37, 5.27)","4.92 (3.45, 6.05)","5.40 (3.58, 6.65)","5.32 (3.36, 6.66)","5.38 (3.36, 6.85)","75.15 (-3.79, 147.14)"
"Middlesex County, Virginia",51119,"2.83 (2.07, 4.51)","3.07 (2.32, 4.65)","3.42 (2.66, 4.75)","4.09 (3.19, 5.42)","5.03 (3.54, 6.31)","5.57 (3.70, 7.08)","5.95 (3.80, 7.60)","6.29 (3.98, 8.22)","122.25 (18.24, 221.68)"
"Montgomery County, Virginia",51121,"2.75 (2.07, 4.53)","3.01 (2.33, 4.60)","3.39 (2.72, 4.69)","3.99 (3.24, 5.15)","4.74 (3.33, 5.82)","5.27 (3.39, 6.56)","5.37 (3.41, 6.71)","5.50 (3.50, 7.00)","99.97 (3.43, 194.54)"
"Nelson County, Virginia",51125,"2.76 (2.02, 4.52)","2.97 (2.23, 4.61)","3.22 (2.46, 4.63)","3.75 (2.86, 4.91)","4.46 (3.03, 5.68)","4.85 (3.08, 6.28)","5.01 (3.07, 6.67)","5.22 (3.16, 7.15)","89.07 (-4.88, 183.85)"
"New Kent County, Virginia",51127,"2.97 (2.12, 4.73)","3.05 (2.23, 4.52)","3.26 (2.50, 4.53)","3.67 (2.77, 4.86)","4.33 (2.96, 5.59)","4.69 (2.98, 6.03)","4.85 (2.97, 6.43)","4.94 (3.05, 6.69)","66.49 (-15.84, 149.32)"
"Newport News City, Virginia",51700,"3.34 (2.64, 5.10)","3.63 (2.96, 5.32)","4.05 (3.41, 5.47)","4.86 (3.97, 6.01)","5.97 (4.32, 6.95)","6.45 (4.22, 7.58)","6.72 (4.34, 7.99)","6.89 (4.45, 8.35)","106.15 (14.03, 184.16)"
"Norfolk City, Virginia",51710,"3.27 (2.62, 4.95)","3.60 (2.95, 5.17)","4.15 (3.47, 5.63)","5.09 (4.15, 6.36)","6.22 (4.40, 7.22)","6.85 (4.52, 8.06)","7.08 (4.70, 8.37)","7.36 (4.89, 8.79)","124.84 (27.57, 206.77)"
"Northampton County, Virginia",51131,"2.93 (2.19, 4.61)","3.21 (2.49, 4.81)","3.47 (2.77, 4.90)","4.08 (3.17, 5.25)","4.95 (3.42, 6.18)","5.23 (3.35, 6.54)","5.19 (3.27, 6.72)","5.43 (3.43, 7.01)","85.29 (-2.16, 166.69)"
"Northumberland County, Virginia",51133,"2.86 (2.12, 4.48)","3.14 (2.38, 4.69)","3.51 (2.73, 4.86)","4.17 (3.20, 5.42)","5.06 (3.48, 6.35)","5.58 (3.61, 7.05)","5.84 (3.70, 7.36)","6.23 (3.89, 8.06)","117.65 (15.52, 214.90)"
"Norton City, Virginia",51720,"2.79 (1.59, 4.86)","2.94 (1.76, 4.95)","3.09 (1.88, 4.85)","3.61 (2.22, 5.54)","4.35 (2.55, 6.69)","4.91 (2.68, 8.04)","4.75 (2.51, 8.02)","4.82 (2.50, 8.31)","73.12 (-22.81, 219.01)"
"Nottoway County, Virginia",51135,"3.30 (2.41, 5.11)","3.69 (2.76, 5.47)","4.13 (3.14, 5.79)","4.89 (3.77, 6.26)","5.96 (4.01, 7.56)","6.81 (4.32, 8.79)","6.86 (4.12, 9.03)","7.16 (4.37, 9.59)","117.17 (16.62, 214.00)"
"Orange County, Virginia",51137,"2.84 (2.11, 4.49)","3.03 (2.34, 4.57)","3.24 (2.57, 4.45)","3.79 (3.01, 4.91)","4.57 (3.19, 5.70)","5.02 (3.25, 6.30)","5.12 (3.22, 6.54)","5.34 (3.41, 6.87)","88.09 (-3.48, 173.38)"
"Page County, Virginia",51139,"2.65 (1.93, 4.31)","2.87 (2.18, 4.39)","3.20 (2.51, 4.51)","3.82 (2.96, 5.01)","4.66 (3.24, 5.85)","5.19 (3.34, 6.72)","5.50 (3.48, 7.19)","5.78 (3.55, 7.61)","118.16 (10.30, 220.05)"
"Patrick County, Virginia",51141,"2.53 (1.87, 4.08)","2.72 (2.07, 4.13)","3.02 (2.35, 4.23)","3.51 (2.78, 4.56)","4.14 (2.97, 5.26)","4.69 (3.03, 6.03)","4.76 (3.03, 6.22)","4.84 (3.08, 6.33)","91.14 (-3.54, 176.83)"
"Petersburg City, Virginia",51730,"3.80 (2.97, 5.73)","4.31 (3.43, 6.33)","5.01 (4.09, 6.82)","6.00 (4.84, 7.53)","7.47 (5.25, 9.07)","8.16 (5.47, 9.99)","8.29 (5.52, 10.33)","8.59 (5.67, 10.73)","125.98 (23.34, 219.43)"
"Pittsylvania County, Virginia",51143,"3.38 (2.69, 5.10)","3.70 (2.99, 5.43)","4.12 (3.45, 5.62)","4.95 (4.02, 6.15)","5.93 (4.23, 6.98)","6.58 (4.33, 7.81)","6.51 (4.27, 7.84)","6.82 (4.41, 8.29)","101.59 (12.72, 180.28)"
"Poquoson City, Virginia",51735,"2.52 (1.73, 4.13)","2.75 (1.95, 4.25)","3.07 (2.25, 4.48)","3.53 (2.57, 4.91)","4.25 (2.79, 5.77)","4.78 (2.86, 6.57)","4.90 (2.96, 6.94)","5.06 (2.98, 7.25)","100.82 (2.51, 216.69)"
"Portsmouth City, Virginia",51740,"3.54 (2.78, 5.33)","3.96 (3.24, 5.65)","4.42 (3.72, 5.96)","5.39 (4.42, 6.86)","6.70 (4.75, 7.93)","7.37 (4.80, 8.93)","7.87 (5.16, 9.48)","8.14 (5.26, 10.02)","129.89 (27.57, 216.86)"
"Powhatan County, Virginia",51145,"3.09 (2.19, 5.03)","3.33 (2.45, 5.25)","3.64 (2.78, 5.19)","4.17 (3.15, 5.52)","4.88 (3.27, 6.24)","5.37 (3.38, 7.11)","5.38 (3.34, 7.11)","5.58 (3.50, 7.44)","80.78 (-4.78, 167.26)"
"Prince Edward County, Virginia",51147,"3.08 (2.29, 4.85)","3.32 (2.55, 5.04)","3.67 (2.90, 5.10)","4.37 (3.41, 5.55)","5.29 (3.64, 6.60)","5.90 (3.78, 7.57)","5.97 (3.78, 7.80)","6.28 (3.96, 8.29)","103.73 (9.16, 195.38)"
"Prince George County, Virginia",51149,"3.31 (2.48, 5.29)","3.55 (2.72, 5.49)","3.90 (3.08, 5.49)","4.61 (3.62, 5.95)","5.55 (3.90, 6.94)","6.19 (3.95, 7.79)","6.30 (3.94, 8.04)","6.55 (4.14, 8.47)","97.99 (3.10, 185.51)"
"Prince William County, Virginia",51153,"2.69 (2.03, 4.26)","2.81 (2.20, 4.24)","3.01 (2.47, 4.19)","3.54 (2.91, 4.60)","4.44 (3.20, 5.34)","4.81 (3.20, 5.76)","4.91 (3.22, 5.95)","5.02 (3.33, 6.13)","86.94 (-0.54, 169.89)"
"Pulaski County, Virginia",51155,"2.72 (2.03, 4.34)","2.92 (2.25, 4.43)","3.36 (2.69, 4.73)","4.02 (3.21, 5.18)","4.86 (3.41, 6.10)","5.45 (3.50, 6.90)","5.61 (3.55, 7.16)","5.76 (3.63, 7.56)","111.94 (10.72, 208.26)"
"Radford City, Virginia",51750,"4.05 (2.79, 6.49)","4.48 (3.13, 6.74)","5.02 (3.64, 7.16)","6.14 (4.45, 8.45)","7.61 (5.01, 10.16)","8.31 (5.11, 11.57)","8.64 (5.18, 12.50)","9.52 (5.51, 14.21)","134.92 (19.86, 267.79)"
"Rappahannock County, Virginia",51157,"2.62 (1.84, 4.24)","2.80 (2.03, 4.36)","3.07 (2.29, 4.44)","3.56 (2.63, 4.81)","4.30 (2.90, 5.67)","4.49 (2.85, 6.00)","4.75 (2.96, 6.39)","5.02 (3.09, 6.84)","91.56 (-1.57, 193.04)"
"Richmond City, Virginia",51760,"3.51 (2.73, 5.43)","3.75 (3.06, 5.59)","4.15 (3.47, 5.66)","5.00 (4.04, 6.27)","6.06 (4.31, 7.11)","6.54 (4.35, 7.78)","6.28 (4.13, 7.47)","6.29 (4.04, 7.57)","79.16 (-0.08, 152.41)"
"Richmond County, Virginia",51159,"2.77 (1.98, 4.60)","3.06 (2.23, 4.81)","3.46 (2.60, 4.95)","4.26 (3.23, 5.63)","5.25 (3.57, 6.73)","5.94 (3.70, 7.81)","6.13 (3.72, 8.33)","6.45 (4.02, 8.82)","132.94 (19.94, 245.28)"
"Roanoke City, Virginia",51770,"3.05 (2.30, 4.75)","3.30 (2.58, 4.90)","3.68 (3.01, 5.11)","4.37 (3.43, 5.58)","5.11 (3.55, 6.24)","5.70 (3.74, 7.02)","5.82 (3.75, 7.25)","5.84 (3.75, 7.41)","91.70 (3.57, 188.47)"
"Roanoke County, Virginia",51161,"2.80 (2.12, 4.49)","2.98 (2.34, 4.57)","3.17 (2.59, 4.39)","3.79 (3.12, 4.77)","4.52 (3.30, 5.37)","4.96 (3.25, 6.00)","4.98 (3.23, 6.11)","5.24 (3.42, 6.52)","86.77 (-6.12, 169.09)"
"Rockbridge County, Virginia",51163,"3.05 (2.29, 4.91)","3.37 (2.58, 5.14)","3.72 (2.96, 5.19)","4.40 (3.46, 5.60)","5.38 (3.74, 6.62)","5.88 (3.77, 7.36)","6.18 (4.01, 7.85)","6.33 (4.03, 8.14)","107.63 (5.82, 207.72)"
"Rockingham County, Virginia",51165,"2.94 (2.25, 4.61)","3.29 (2.63, 4.92)","3.70 (3.06, 5.12)","4.41 (3.64, 5.56)","5.55 (4.02, 6.58)","6.20 (4.23, 7.43)","6.44 (4.20, 7.89)","6.79 (4.53, 8.28)","131.24 (23.03, 231.94)"
"Russell County, Virginia",51167,"2.44 (1.80, 3.89)","2.61 (1.97, 4.02)","2.87 (2.25, 4.11)","3.39 (2.68, 4.45)","3.99 (2.72, 5.06)","4.33 (2.79, 5.57)","4.47 (2.79, 5.89)","4.57 (2.90, 6.07)","87.15 (-3.50, 182.68)"
"Salem City, Virginia",51775,"3.80 (2.68, 6.17)","4.15 (3.04, 6.42)","4.45 (3.44, 6.35)","5.14 (4.03, 6.81)","6.05 (4.22, 7.84)","6.65 (4.31, 8.77)","6.82 (4.23, 9.12)","6.97 (4.26, 9.38)","83.29 (-6.82, 194.33)"
"Scott County, Virginia",51169,"2.38 (1.75, 3.79)","2.56 (1.95, 3.93)","2.82 (2.24, 3.97)","3.31 (2.60, 4.33)","3.92 (2.69, 4.95)","4.34 (2.70, 5.58)","4.41 (2.66, 5.78)","4.60 (2.82, 6.13)","93.73 (0.07, 191.01)"
"Shenandoah County, Virginia",51171,"2.44 (1.79, 3.94)","2.65 (2.03, 4.04)","2.89 (2.28, 4.06)","3.42 (2.65, 4.39)","4.10 (2.84, 5.05)","4.57 (2.94, 5.73)","4.73 (2.94, 6.16)","4.93 (3.05, 6.46)","101.76 (5.43, 201.08)"
"Smyth County, Virginia",51173,"2.54 (1.88, 4.09)","2.77 (2.13, 4.28)","3.07 (2.40, 4.40)","3.57 (2.81, 4.65)","4.25 (2.94, 5.29)","4.73 (2.99, 6.12)","4.82 (3.05, 6.27)","4.96 (3.15, 6.58)","94.77 (0.59, 186.84)"
"Southampton County, Virginia",51175,"3.62 (2.77, 5.58)","3.94 (3.11, 5.76)","4.39 (3.53, 5.93)","5.22 (4.14, 6.58)","6.31 (4.51, 7.69)","6.99 (4.69, 8.63)","7.38 (4.76, 9.37)","7.65 (4.95, 9.83)","111.49 (14.85, 196.87)"
"Spotsylvania County, Virginia",51177,"3.11 (2.37, 4.83)","3.38 (2.68, 5.02)","3.68 (3.00, 4.98)","4.30 (3.50, 5.47)","5.19 (3.73, 6.19)","5.85 (3.84, 7.09)","6.15 (4.00, 7.51)","6.41 (4.09, 7.90)","106.50 (8.21, 194.56)"
"Stafford County, Virginia",51179,"2.65 (1.97, 4.22)","2.86 (2.16, 4.37)","3.14 (2.49, 4.42)","3.75 (2.94, 4.90)","4.63 (3.27, 5.69)","5.27 (3.44, 6.54)","5.54 (3.53, 7.01)","5.66 (3.65, 7.11)","113.50 (14.08, 210.13)"
"Staunton City, Virginia",51790,"2.96 (2.26, 4.67)","3.26 (2.58, 4.98)","3.66 (3.01, 5.01)","4.38 (3.57, 5.62)","5.45 (3.94, 6.41)","6.10 (4.14, 7.32)","6.31 (4.13, 7.62)","6.78 (4.39, 8.25)","129.04 (20.65, 218.76)"
"Suffolk City, Virginia",51800,"3.50 (2.70, 5.47)","3.78 (2.99, 5.58)","4.08 (3.32, 5.58)","4.80 (3.89, 6.13)","5.75 (4.05, 7.00)","6.24 (4.08, 7.64)","6.47 (4.16, 8.07)","6.62 (4.28, 8.22)","88.93 (3.69, 167.08)"
"Surry County, Virginia",51181,"3.34 (2.49, 5.19)","3.50 (2.67, 5.27)","3.71 (2.89, 5.14)","4.31 (3.33, 5.58)","5.10 (3.51, 6.47)","5.59 (3.51, 7.21)","5.53 (3.40, 7.29)","5.69 (3.60, 7.65)","70.36 (-8.84, 156.58)"
"Sussex County, Virginia",51183,"3.71 (2.72, 5.66)","3.95 (2.96, 5.90)","4.31 (3.37, 5.96)","5.15 (4.00, 6.69)","6.43 (4.54, 8.11)","7.24 (4.77, 9.31)","7.19 (4.46, 9.41)","7.57 (4.73, 10.08)","103.96 (9.45, 203.44)"
"Tazewell County, Virginia",51185,"2.30 (1.70, 3.77)","2.44 (1.87, 3.80)","2.73 (2.17, 3.82)","3.21 (2.49, 4.19)","3.78 (2.63, 4.68)","4.19 (2.67, 5.31)","4.45 (2.79, 5.77)","4.55 (2.81, 5.94)","97.70 (1.95, 191.49)"
"Virginia Beach City, Virginia",51810,"2.55 (1.97, 3.98)","2.87 (2.33, 4.25)","3.22 (2.69, 4.37)","3.96 (3.24, 4.98)","4.81 (3.40, 5.64)","5.40 (3.55, 6.39)","5.66 (3.68, 6.66)","5.80 (3.79, 6.93)","127.48 (20.69, 222.78)"
"Warren County, Virginia",51187,"2.96 (2.21, 4.74)","3.22 (2.48, 4.94)","3.62 (2.86, 5.07)","4.30 (3.39, 5.57)","5.21 (3.63, 6.44)","5.94 (3.87, 7.55)","6.19 (3.99, 7.90)","6.48 (4.19, 8.32)","119.14 (13.57, 218.95)"
"Washington County, Virginia",51191,"2.46 (1.85, 3.88)","2.68 (2.05, 4.00)","2.95 (2.33, 4.14)","3.46 (2.74, 4.54)","4.07 (2.75, 5.04)","4.54 (2.90, 5.67)","4.56 (2.80, 5.82)","4.54 (2.86, 5.83)","84.37 (-2.19, 170.00)"
"Waynesboro City, Virginia",51820,"2.96 (2.26, 4.67)","3.26 (2.58, 4.98)","3.66 (3.01, 5.01)","4.38 (3.57, 5.62)","5.45 (3.94, 6.41)","6.10 (4.14, 7.32)","6.31 (4.13, 7.62)","6.78 (4.39, 8.25)","129.04 (20.65, 218.76)"
"Westmoreland County, Virginia",51193,"3.11 (2.32, 4.92)","3.35 (2.58, 5.12)","3.69 (2.90, 5.21)","4.42 (3.38, 5.63)","5.37 (3.75, 6.71)","5.91 (3.84, 7.50)","6.14 (3.66, 7.90)","6.42 (4.04, 8.31)","106.70 (6.83, 201.72)"
"Williamsburg City, Virginia",51830,"3.02 (2.29, 4.69)","3.19 (2.51, 4.75)","3.45 (2.81, 4.79)","4.01 (3.19, 5.07)","4.82 (3.51, 5.83)","5.25 (3.48, 6.42)","5.54 (3.62, 6.80)","5.75 (3.76, 7.18)","90.56 (3.38, 171.36)"
"Winchester City, Virginia",51840,"3.42 (2.33, 5.51)","3.69 (2.63, 5.63)","4.11 (3.06, 5.73)","4.90 (3.73, 6.40)","5.98 (4.11, 7.62)","6.74 (4.20, 8.80)","7.03 (4.40, 9.32)","7.44 (4.56, 10.13)","117.64 (5.73, 251.33)"
"Wise County, Virginia",51195,"2.61 (1.92, 4.31)","2.85 (2.16, 4.36)","3.20 (2.49, 4.54)","3.82 (2.96, 4.95)","4.82 (3.32, 6.15)","5.19 (3.25, 6.66)","5.29 (3.26, 6.82)","5.49 (3.28, 7.26)","110.12 (6.29, 207.49)"
"Wythe County, Virginia",51197,"2.29 (1.68, 3.67)","2.48 (1.85, 3.79)","2.76 (2.11, 3.91)","3.21 (2.48, 4.22)","3.78 (2.59, 4.84)","4.17 (2.73, 5.40)","4.15 (2.64, 5.42)","4.25 (2.67, 5.65)","85.27 (-2.20, 173.08)"
"York County, Virginia",51199,"3.34 (2.64, 5.10)","3.63 (2.96, 5.32)","4.05 (3.41, 5.47)","4.86 (3.97, 6.01)","5.97 (4.32, 6.95)","6.45 (4.22, 7.58)","6.72 (4.34, 7.99)","6.89 (4.45, 8.35)","106.15 (14.03, 184.16)"
Washington,53,"3.00 (2.50, 4.72)","3.25 (2.79, 4.89)","3.60 (3.20, 4.98)","4.27 (3.60, 5.40)","5.24 (3.81, 5.80)","5.83 (3.89, 6.49)","6.04 (3.90, 6.79)","6.26 (4.06, 7.11)","108.35 (8.20, 173.22)"
"Adams County, Washington",53001,"2.82 (1.97, 4.61)","3.13 (2.26, 4.89)","3.47 (2.62, 5.07)","4.10 (3.08, 5.58)","5.03 (3.41, 6.51)","5.64 (3.63, 7.39)","6.01 (3.70, 8.10)","6.32 (3.92, 8.48)","123.89 (15.12, 245.15)"
"Asotin County, Washington",53003,"2.76 (1.97, 4.45)","2.97 (2.18, 4.56)","3.29 (2.51, 4.79)","3.81 (2.91, 5.06)","4.54 (3.13, 5.81)","5.18 (3.29, 6.71)","5.21 (3.17, 6.82)","5.47 (3.31, 7.28)","98.29 (0.52, 202.11)"
"Benton County, Washington",53005,"2.87 (2.17, 4.59)","3.11 (2.47, 4.75)","3.48 (2.89, 4.83)","4.14 (3.43, 5.33)","5.12 (3.66, 6.17)","5.72 (3.77, 6.95)","6.13 (3.91, 7.44)","6.21 (4.10, 7.69)","116.43 (11.41, 214.23)"
"Chelan County, Washington",53007,"2.76 (2.05, 4.39)","2.97 (2.31, 4.62)","3.34 (2.71, 4.70)","3.87 (3.15, 4.96)","4.74 (3.42, 5.70)","5.20 (3.40, 6.47)","5.34 (3.44, 6.65)","5.51 (3.53, 6.92)","99.64 (1.87, 194.12)"
"Clallam County, Washington",53009,"2.85 (2.09, 4.60)","3.14 (2.41, 4.83)","3.50 (2.82, 4.88)","4.26 (3.42, 5.46)","5.16 (3.61, 6.19)","5.87 (3.90, 7.12)","6.26 (4.05, 7.66)","6.50 (4.18, 8.02)","128.33 (15.35, 251.77)"
"Clark County, Washington",53011,"3.02 (2.33, 4.75)","3.40 (2.70, 5.12)","3.84 (3.20, 5.30)","4.58 (3.79, 5.85)","5.61 (4.00, 6.53)","6.46 (4.24, 7.59)","6.75 (4.32, 7.99)","7.13 (4.58, 8.50)","135.81 (22.72, 236.23)"
"Columbia County, Washington",53013,"2.76 (1.94, 4.54)","3.03 (2.15, 4.73)","3.35 (2.47, 4.73)","3.88 (2.80, 5.11)","4.71 (3.10, 6.27)","5.30 (3.20, 7.14)","5.65 (3.38, 7.90)","5.90 (3.45, 8.37)","113.55 (6.57, 234.39)"
"Cowlitz County, Washington",53015,"2.63 (2.00, 4.24)","3.00 (2.34, 4.53)","3.40 (2.75, 4.74)","4.27 (3.46, 5.40)","5.47 (3.84, 6.56)","6.30 (4.02, 7.66)","6.51 (4.14, 8.12)","7.12 (4.49, 8.97)","170.14 (38.16, 297.69)"
"Douglas County, Washington",53017,"2.88 (2.07, 4.77)","3.12 (2.33, 4.83)","3.44 (2.69, 4.95)","4.06 (3.17, 5.31)","5.02 (3.41, 6.33)","5.57 (3.53, 7.10)","5.87 (3.49, 7.67)","5.97 (3.58, 7.89)","107.70 (0.93, 213.43)"
"Ferry County, Washington",53019,"3.65 (2.39, 6.01)","3.93 (2.65, 6.31)","4.25 (2.97, 6.34)","4.99 (3.49, 6.99)","5.90 (3.88, 8.06)","6.47 (4.06, 9.13)","6.79 (4.00, 9.60)","6.73 (3.96, 9.67)","84.42 (-13.60, 200.18)"
"Franklin County, Washington",53021,"3.00 (2.20, 4.86)","3.34 (2.55, 5.23)","3.79 (2.96, 5.50)","4.44 (3.48, 5.85)","5.35 (3.71, 6.74)","5.89 (3.80, 7.48)","6.09 (3.72, 7.83)","6.23 (3.94, 8.08)","107.41 (7.02, 209.67)"
"Garfield County, Washington",53023,"2.66 (1.76, 4.61)","2.82 (1.90, 4.67)","3.02 (2.13, 4.69)","3.56 (2.51, 5.15)","4.39 (2.80, 6.13)","4.75 (2.68, 6.81)","4.90 (2.67, 7.16)","5.13 (2.82, 7.64)","92.80 (-7.07, 213.78)"
"Grant County, Washington",53025,"3.17 (2.38, 5.14)","3.46 (2.66, 5.37)","3.84 (3.10, 5.55)","4.56 (3.63, 5.98)","5.49 (3.94, 6.61)","6.28 (3.96, 7.74)","6.58 (4.05, 8.14)","6.79 (4.22, 8.46)","114.12 (10.47, 210.75)"
"Grays Harbor County, Washington",53027,"3.00 (2.24, 4.74)","3.33 (2.59, 5.19)","3.82 (3.05, 5.50)","4.62 (3.73, 5.95)","5.71 (4.09, 6.91)","6.43 (4.19, 7.93)","6.83 (4.38, 8.58)","7.19 (4.53, 9.15)","139.90 (20.64, 260.30)"
"Island County, Washington",53029,"3.21 (2.39, 5.16)","3.44 (2.68, 5.24)","3.71 (2.97, 5.16)","4.39 (3.54, 5.56)","5.31 (3.82, 6.35)","5.76 (3.75, 6.93)","6.00 (3.82, 7.38)","6.13 (3.99, 7.51)","90.75 (-0.81, 182.95)"
"Jefferson County, Washington",53031,"2.63 (1.90, 4.22)","2.84 (2.14, 4.30)","3.18 (2.50, 4.47)","3.83 (3.02, 4.98)","4.76 (3.44, 5.85)","5.23 (3.35, 6.45)","5.61 (3.53, 6.97)","5.87 (3.78, 7.54)","123.63 (10.86, 232.44)"
"King County, Washington",53033,"2.91 (2.33, 4.57)","3.09 (2.58, 4.63)","3.37 (2.91, 4.65)","3.97 (3.31, 4.98)","4.82 (3.48, 5.41)","5.26 (3.52, 6.03)","5.29 (3.44, 6.11)","5.42 (3.56, 6.31)","86.56 (-1.69, 155.39)"
"Kitsap County, Washington",53035,"3.01 (2.33, 4.88)","3.28 (2.63, 5.01)","3.71 (3.08, 5.26)","4.44 (3.67, 5.65)","5.47 (3.90, 6.44)","6.22 (4.05, 7.48)","6.59 (4.21, 7.94)","6.88 (4.40, 8.23)","128.76 (20.36, 227.34)"
"Kittitas County, Washington",53037,"2.57 (1.87, 4.11)","2.71 (2.06, 4.25)","2.91 (2.26, 4.08)","3.38 (2.65, 4.37)","4.09 (2.74, 5.20)","4.41 (2.76, 5.74)","4.54 (2.77, 5.83)","4.56 (2.79, 6.03)","77.58 (-9.99, 164.35)"
"Klickitat County, Washington",53039,"3.10 (2.27, 4.99)","3.38 (2.57, 5.24)","3.77 (2.92, 5.41)","4.52 (3.57, 5.88)","5.62 (3.92, 6.98)","6.23 (4.08, 7.82)","6.35 (3.96, 8.22)","6.60 (4.07, 8.69)","112.91 (9.45, 217.29)"
"Lewis County, Washington",53041,"2.52 (1.90, 4.12)","2.78 (2.18, 4.28)","3.14 (2.56, 4.48)","3.79 (3.06, 4.87)","4.63 (3.28, 5.58)","5.22 (3.36, 6.36)","5.49 (3.47, 6.77)","5.63 (3.57, 7.04)","123.46 (15.03, 223.83)"
"Lincoln County, Washington",53043,"3.14 (2.23, 5.15)","3.36 (2.49, 5.25)","3.70 (2.86, 5.32)","4.34 (3.39, 5.79)","5.35 (3.78, 6.83)","5.83 (3.70, 7.51)","5.95 (3.75, 7.84)","6.12 (3.80, 8.07)","94.75 (-6.09, 190.21)"
"Mason County, Washington",53045,"2.63 (1.96, 4.27)","2.94 (2.27, 4.52)","3.30 (2.63, 4.69)","4.04 (3.22, 5.24)","4.98 (3.47, 6.11)","5.59 (3.56, 6.92)","5.84 (3.55, 7.35)","6.10 (3.78, 7.67)","131.52 (15.68, 241.59)"
"Okanogan County, Washington",53047,"3.22 (2.37, 5.03)","3.48 (2.65, 5.25)","3.85 (3.08, 5.33)","4.51 (3.61, 5.79)","5.54 (3.93, 6.79)","5.90 (3.80, 7.40)","6.04 (3.72, 7.72)","6.33 (3.93, 8.12)","96.60 (-1.55, 195.49)"
"Pacific County, Washington",53049,"2.65 (1.95, 4.43)","2.96 (2.25, 4.58)","3.35 (2.59, 4.73)","4.00 (3.05, 5.23)","4.93 (3.36, 6.15)","5.54 (3.44, 7.07)","5.81 (3.56, 7.60)","6.12 (3.69, 8.08)","130.51 (13.60, 249.68)"
"Pend Oreille County, Washington",53051,"3.32 (2.26, 5.45)","3.55 (2.51, 5.61)","3.91 (2.87, 5.58)","4.52 (3.38, 5.95)","5.44 (3.78, 7.11)","6.20 (3.96, 8.35)","6.51 (3.95, 8.86)","6.69 (4.05, 9.12)","101.64 (-2.37, 220.43)"
"Pierce County, Washington",53053,"3.14 (2.48, 5.00)","3.43 (2.81, 5.20)","3.83 (3.26, 5.35)","4.50 (3.77, 5.67)","5.51 (3.96, 6.31)","6.04 (3.92, 7.03)","6.33 (4.02, 7.40)","6.51 (4.26, 7.63)","107.19 (6.72, 186.95)"
"San Juan County, Washington",53055,"2.39 (1.68, 3.98)","2.61 (1.90, 4.10)","2.85 (2.17, 4.11)","3.39 (2.60, 4.49)","4.18 (2.91, 5.28)","4.71 (3.04, 6.07)","4.95 (3.12, 6.42)","5.09 (3.16, 6.67)","112.69 (12.99, 219.92)"
"Skagit County, Washington",53057,"2.86 (2.17, 4.56)","3.10 (2.46, 4.63)","3.45 (2.80, 4.77)","4.04 (3.30, 5.15)","5.00 (3.60, 5.96)","5.49 (3.58, 6.60)","5.73 (3.61, 6.99)","5.91 (3.76, 7.30)","106.53 (5.20, 199.10)"
"Skamania County, Washington",53059,"2.44 (1.75, 4.05)","2.69 (1.99, 4.25)","3.02 (2.31, 4.40)","3.67 (2.83, 4.96)","4.67 (3.18, 5.99)","5.26 (3.35, 6.91)","5.48 (3.39, 7.28)","5.74 (3.62, 7.72)","134.90 (24.14, 256.97)"
