county,state,lat,long,distance_to_nearest_plant,name_of_nearest_plant
Beaufort,South Carolina,32.3855,-80.7302,102658.92841145517,Williams Station
Tippecanoe,Indiana,40.3886,-86.8941,68800.93691629829,Cayuga Generating Station
Litchfield,Connecticut,41.7925,-73.2453,209319.3694425135,Merrimack Station
Newport News,Virginia,37.1051,-76.5185,82605.14832160615,Chesterfield power station
Charlotte,Florida,26.9055,-81.9123,109817.71612212062,Big Bend Station
Santa Rosa,Florida,30.7004,-87.0219,100309.05885613576,Barry Steam Plant
Iredell,North Carolina,35.8071,-80.8734,24538.096763551537,Marshall Steam Station
DeSoto,Mississippi,34.8753,-89.9912,156659.0063395181,Independence Steam Station
Cass,North Dakota,46.933,-97.248,189751.44811964603,Big Stone Power Plant
Peoria,Illinois,40.788,-89.76,22870.05859745314,Edwards Generation Plant
Boone,Missouri,38.9906,-92.3097,68544.67572919391,Thomas Hill Energy Center
Kanawha,West Virginia,38.3366,-81.5281,30063.85767514626,Amos Plant
Shasta,California,40.7637,-122.0405,412526.5426688766,North Valmy Station
Ulster,New York,41.8881,-74.2586,167599.8603037306,Northampton Generating Plant
Medina,Ohio,41.1176,-81.8997,125318.46650958962,Sammis Plant
Bay,Florida,30.2652,-85.6203,243266.47975581468,Barry Steam Plant
Kent,Delaware,39.086,-75.5686,62752.23090467375,Indian River power station
Imperial,California,33.0395,-115.3653,513214.9683087405,Cholla Generating Station
Vanderburgh,Indiana,38.0249,-87.5859,25297.422260127925,Warrick Power Plant
Shawnee,Kansas,39.0415,-95.7565,41327.08561553266,Jeffrey Energy Center
Licking,Ohio,40.0916,-82.4831,129720.13406752393,Pleasants power station
Johnson,Texas,32.379,-97.3665,107442.39174120863,Sandy Creek Plant
Washington,Utah,37.2804,-113.5048,260439.00536597913,Intermountain power station
Muskegon,Michigan,43.2912,-86.152,42502.02703834841,Campbell Generating Plant
Scott,Iowa,41.6371,-90.6232,40021.3693789165,Archer Daniels Midland Clinton Power Plant
Porter,Indiana,41.4603,-87.0672,27353.21556258596,Schahfer Generating Station
Lee,Alabama,32.6011,-85.3555,94898.15638080829,Wansley Plant
Carroll,Maryland,39.5629,-77.0225,59697.708606338485,Brandon Shores Generating Station
Hendricks,Indiana,39.7695,-86.51,80349.31439738796,Cayuga Generating Station
McLean,Illinois,40.4909,-88.8473,69042.85812775999,Archer Daniels Midland Decatur Power Plant
Winnebago,Wisconsin,44.0689,-88.6446,84999.99322914846,Edgewater Generating Station
Pitt,North Carolina,35.5933,-77.3745,171579.19867051483,Mayo Generating Plant
Guadalupe,Texas,29.5831,-97.9486,47289.927741476036,J. K. Spruce Station
Kent,Rhode Island,41.6722,-71.593,163493.16987734762,Merrimack Station
Alamance,North Carolina,36.0437,-79.3994,57029.550353499646,Roxboro Steam Plant
Kenosha,Wisconsin,42.5769,-88.0424,34588.51503440579,South Oak Creek Plant
Wyandotte,Kansas,39.1146,-94.7646,8559.308122022792,Nearman Creek power station
Kootenai,Idaho,47.6744,-116.7018,477183.61286782176,Centralia Power Plant
Kenton,Kentucky,38.9334,-84.5333,27772.008188772383,East Bend Generating Station
Beaver,Pennsylvania,40.6823,-80.3493,29359.226360149925,Sammis Plant
Monroe,Pennsylvania,41.0581,-75.3395,42315.508987142246,Northampton Generating Plant
Aiken,South Carolina,33.5443,-81.6347,59458.377017396844,Cope Station
Davidson,North Carolina,35.7933,-80.2128,56033.24195753048,Belews Creek Steam Station
Chittenden,Vermont,44.4611,-73.0813,195888.87479697843,Merrimack Station
Pueblo,Colorado,38.1735,-104.5127,6731.315098837314,Comanche Generating Station
Greene,Ohio,39.6915,-83.8899,87042.84456580877,Whitewater Valley Generating Station
Midland,Texas,31.8691,-102.0316,261722.8816010996,Tolk Station
Paulding,Georgia,33.9205,-84.8673,23325.477345015064,Plant Bowen
Charles,Maryland,38.5073,-76.9922,84500.58525231303,Brandon Shores Generating Station
Maui,Hawaii,20.8596,-156.5649,167703.76854635775,AES Hawaii Generation Plant
Middlesex,Connecticut,41.4632,-72.5351,206117.86436579435,Merrimack Station
Yellowstone,Montana,45.9373,-108.2744,55922.039474477526,Hardin Generating Station
Rock,Wisconsin,42.6712,-89.0716,94881.14091132606,Columbia Energy Center
Portage,Ohio,41.1677,-81.1974,85444.19283484365,Sammis Plant
Hampshire,Massachusetts,42.3402,-72.6638,132326.1050264302,Merrimack Station
Ector,Texas,31.8692,-102.5429,256858.89140881732,Tolk Station
Houston,Georgia,32.459,-83.6662,67975.83557595842,Scherer Steam Generating Station
Rensselaer,New York,42.7111,-73.5097,173424.52004329785,Merrimack Station
Olmsted,Minnesota,44.0038,-92.4018,51548.311398808066,John Madgett Station
Jackson,Michigan,42.2485,-84.4234,52896.7870071201,Erickson Station
Ouachita,Louisiana,32.4784,-92.1549,131182.55333338145,Brame Energy power station
Dorchester,South Carolina,33.0793,-80.4067,42309.40692238453,Cross Generating Station
St. Clair,Michigan,42.9341,-82.6806,23303.823920303726,Belle River Power Plant
Catawba,North Carolina,35.662,-81.2151,24070.627333314576,Marshall Steam Station
Johnson,Indiana,39.49,-86.1016,102206.86941201717,Clifty Creek Station
Centre,Pennsylvania,40.9193,-77.8199,92286.47657420627,Colver Power Project
Martin,Florida,27.0775,-80.4315,171801.83366787207,Stanton Energy Center
Alexandria,Virginia,38.8185,-77.0861,62267.353730766656,Brandon Shores Generating Station
Indian River,Florida,27.6943,-80.6062,103346.94159640028,Stanton Energy Center
Sullivan,Tennessee,36.5129,-82.3042,45061.832939483415,Virginia City Hybrid Energy Center
Stearns,Minnesota,45.5521,-94.613,59200.7865028978,Sherburne County Plant
Fairfield,Ohio,39.7516,-82.6306,100918.37783232726,Gavin Power Plant
Schenectady,New York,42.8181,-74.0586,214364.87709208406,Merrimack Station
Bibb,Georgia,32.8065,-83.6974,29952.830181362573,Scherer Steam Generating Station
Madera,California,37.218,-119.7627,465233.34070681705,North Valmy Station
Comal,Texas,29.8082,-98.2783,55603.844778471335,J. K. Spruce Station
Rankin,Mississippi,32.2641,-89.9458,140883.99439771174,Red Hills Generation Facility
Franklin,Pennsylvania,39.9274,-77.7213,89480.46233402626,Brunner Island power station
Cumberland,New Jersey,39.3738,-75.1107,88189.72146134617,Indian River power station
Mesa,Colorado,39.0183,-108.4664,137904.8213540377,Bonanza Power Plant
Columbia,Georgia,33.5441,-82.2641,116254.63879282621,Cope Station
Berrien,Michigan,41.9547,-86.4123,48710.02143087168,Michigan City Generating Station
Stafford,Virginia,38.4207,-77.458,115350.28411917908,Chesterfield power station
Monroe,Michigan,41.9291,-83.5394,16693.98134716161,Monroe Power Plant
Washington,Maryland,39.6036,-77.814,80003.19609293301,AES Warrior Run Generation Plant
Santa Fe,New Mexico,35.5069,-105.9763,260873.97045062002,Four Corners Steam Plant
Merrimack,New Hampshire,43.2975,-71.6802,24506.450660838058,Merrimack Station
Penobscot,Maine,45.4006,-68.6495,307547.31762835674,Schiller Station
Citrus,Florida,28.8489,-82.4794,24677.49400747212,Crystal River Energy Complex
Kings,California,36.0752,-119.8155,581883.2817147938,North Valmy Station
Johnson,Iowa,41.6715,-91.5881,29288.9278883697,Archer Daniels Midland Cedar Rapids Power Plant
Canadian,Oklahoma,35.5424,-97.9824,131425.4430612108,Sooner Generating Station
Tolland,Connecticut,41.855,-72.3365,159723.6865501174,Merrimack Station
Scott,Minnesota,44.6485,-93.5359,73509.29156902769,Allen S. King Generating Plant
Orange,North Carolina,36.0611,-79.1207,47137.916124831994,Roxboro Steam Plant
Sandoval,New Mexico,35.6886,-106.8659,182804.10318079195,Four Corners Steam Plant
Rowan,North Carolina,35.6394,-80.5247,39816.54533340303,Marshall Steam Station
Coconino,Arizona,35.8387,-111.7705,166611.82876642776,Cholla Generating Station
Coweta,Georgia,33.3534,-84.7634,26018.168834876007,Wansley Plant
Parker,Texas,32.7776,-97.8051,165108.985095701,Sandy Creek Plant
Wilson,Tennessee,36.1549,-86.2977,20073.472518402716,Gallatin Fossil Plant
Rock Island,Illinois,41.4673,-90.5674,41896.89369565109,Muscatine Generating Station
Sussex,New Jersey,41.1393,-74.6908,82902.52459282368,Northampton Generating Plant
Randolph,North Carolina,35.7103,-79.806,67450.75817457483,Belews Creek Steam Station
Douglas,Georgia,33.7018,-84.768,40468.27833044587,Wansley Plant
Schuylkill,Pennsylvania,40.7058,-76.216,13443.92854703449,St. Nicholas Cogeneration Plant
Jackson,Mississippi,30.5423,-88.6357,7617.0578698228755,Daniel Generating Plant
Lebanon,Pennsylvania,40.3672,-76.4577,36370.32933178105,Brunner Island power station
Taylor,Texas,32.3015,-99.8902,292198.04999072663,Sandy Creek Plant
Livingston,Louisiana,30.4401,-90.7279,69352.53901877838,Big Cajun II Power Plant
Monroe,Indiana,39.1609,-86.5231,86070.09813191941,Merom Generating Station
Kaufman,Texas,32.5993,-96.2878,130474.49588920556,Limestone Generating Station
Wright,Minnesota,45.1739,-93.9631,23470.08853393418,Sherburne County Plant
Randall,Texas,34.9659,-101.897,39421.43259668503,Harrington Station
Napa,California,38.5065,-122.3305,516411.2796748111,North Valmy Station
Spotsylvania,Virginia,38.185,-77.6561,92208.83594306308,Chesterfield power station
Marathon,Wisconsin,44.8983,-89.7591,9714.064753554512,Weston Power Plant
Florence,South Carolina,34.0245,-79.703,81936.46287076891,Cross Generating Station
Humboldt,California,40.6993,-123.8756,567677.3847015576,North Valmy Station
Hampton,Virginia,37.0551,-76.363,97503.55224891803,Chesterfield power station
Washington,Wisconsin,43.3685,-88.2307,57367.112764875645,Edgewater Generating Station
Clark,Ohio,39.9168,-83.7838,95956.2453177263,Whitewater Valley Generating Station
Boone,Kentucky,38.9699,-84.7278,12960.380763189027,East Bend Generating Station
Calhoun,Michigan,42.2465,-85.0056,57224.65146409056,Erickson Station
Grayson,Texas,33.6268,-96.6777,132766.72226645084,Hugo Plant
Cambria,Pennsylvania,40.4952,-78.7135,9489.800828841708,Colver Power Project
Blount,Tennessee,35.6872,-83.9255,42516.26336056484,Bull Run Fossil Plant
Brunswick,North Carolina,34.071,-78.2377,132458.09120666186,Winyah Generating Station
Warren,Kentucky,36.9936,-86.4238,75291.87111774746,Gallatin Fossil Plant
Harnett,North Carolina,35.3688,-78.8693,125097.15954838766,Roxboro Steam Plant
Tangipahoa,Louisiana,30.6266,-90.4057,93064.27504967396,Big Cajun II Power Plant
Washington,Tennessee,36.2933,-82.4974,70779.96809513858,Virginia City Hybrid Energy Center
Tazewell,Illinois,40.5075,-89.5134,14479.563620389243,Powerton Generating Station
Wood,Ohio,41.3617,-83.623,63124.80897851063,Monroe Power Plant
Cache,Utah,41.7224,-111.7436,95464.2505059157,Naughton Power Plant
Black Hawk,Iowa,42.4701,-92.3088,79449.66108661039,Archer Daniels Midland Cedar Rapids Power Plant
Kendall,Illinois,41.5906,-88.4288,124629.04037534997,Schahfer Generating Station
Strafford,New Hampshire,43.2969,-71.0289,29832.66979727095,Schiller Station
Rapides,Louisiana,31.1986,-92.5332,28274.28044592562,Brame Energy power station
Madison,Indiana,40.1616,-85.7194,80915.79482637269,Whitewater Valley Generating Station
Washington,Rhode Island,41.4697,-71.6226,186096.9549738769,Merrimack Station
Pickens,South Carolina,34.8873,-82.7253,95128.72773641361,James E. Rogers Energy Complex
Fayette,Pennsylvania,39.9201,-79.6474,33408.15757778618,Fort Martin power station
Wichita,Texas,33.988,-98.7035,312195.18514613085,Sooner Generating Station
Berkshire,Massachusetts,42.3707,-73.2063,166083.66322524377,Merrimack Station
Hunterdon,New Jersey,40.5673,-74.9122,49887.06508572345,Northampton Generating Plant
Bossier,Louisiana,32.6784,-93.6049,86071.21492622518,Pirkey Power Plant
Skagit,Washington,48.4794,-121.7302,209509.02299671958,Centralia Power Plant
Clarke,Georgia,33.9512,-83.3673,106920.6706336786,Scherer Steam Generating Station
Chautauqua,New York,42.2281,-79.3663,174105.58728965613,Keystone Generating Station
Sebastian,Arkansas,35.1988,-94.2743,33540.822693176204,River Valley power station
Sumter,Florida,28.7048,-82.081,66618.6913067183,Crystal River Energy Complex
Linn,Oregon,44.4886,-122.5343,253254.00969291473,Centralia Power Plant
Ascension,Louisiana,30.2036,-90.9113,72934.39689063323,Big Cajun II Power Plant
Cochise,Arizona,31.8796,-109.7512,24340.601155884237,Apache Generating Station
Richland,Ohio,40.7747,-82.5365,141185.1304947074,Monroe Power Plant
Gregg,Texas,32.4805,-94.817,31302.60198827484,Pirkey Power Plant
Kennebec,Maine,44.4091,-69.7673,167230.57682929398,Schiller Station
Faulkner,Arkansas,35.147,-92.332,82182.24167321317,White Bluff Generating Plant
Blair,Pennsylvania,40.4811,-78.3484,38950.29438701116,Colver Power Project
San Juan,New Mexico,36.5085,-108.3206,24640.155619697314,Four Corners Steam Plant
Morgan,Alabama,34.4535,-86.8529,92977.73090197201,Miller Steam Plant
Saline,Arkansas,34.6466,-92.6766,55186.126384980416,White Bluff Generating Plant
Jasper,Missouri,37.2036,-94.3406,84642.77797801989,John Twitty Energy Center
Bonneville,Idaho,43.3877,-111.6148,199295.3263060172,Naughton Power Plant
Comanche,Oklahoma,34.6621,-98.4717,236857.38157951192,Sooner Generating Station
Berkeley,West Virginia,39.4641,-78.0275,63425.58042079232,AES Warrior Run Generation Plant
La Crosse,Wisconsin,43.9066,-91.1152,63425.47549058263,Lansing power station
Clark,Indiana,38.4772,-85.7073,28241.91822378669,Trimble County Generating Station
Allegan,Michigan,42.5913,-85.8884,43699.3235959088,Campbell Generating Plant
Tom Green,Texas,31.4044,-100.4621,310434.2978334534,J. K. Spruce Station
Potter,Texas,35.4013,-101.8939,17479.006238456463,Harrington Station
Robeson,North Carolina,34.6402,-79.1039,147261.5969213489,Winyah Generating Station
Douglas,Kansas,38.8847,-95.2926,13880.290833852461,Lawrence Energy Center
Carroll,Georgia,33.5828,-85.0798,19337.117074715796,Wansley Plant
Oswego,New York,43.4269,-76.1413,265396.4060809374,Montour Steam Station
Fayette,Georgia,33.4139,-84.4943,50193.61276522766,Wansley Plant
Wayne,North Carolina,35.364,-78.004,151960.6125955298,Mayo Generating Plant
Jefferson,New York,44.0495,-75.921,336618.0517759901,Montour Steam Station
Sheboygan,Wisconsin,43.7212,-87.9454,19308.477214049482,Edgewater Generating Station
Lowndes,Georgia,30.8338,-83.2677,146126.32880509365,Deerhaven Generating Station
Missoula,Montana,47.0365,-113.9237,506412.51395306626,Hardin Generating Station
Wayne,Ohio,40.8289,-81.888,111271.30241955191,Sammis Plant
Gallatin,Montana,45.5404,-111.1704,279521.5892707872,Hardin Generating Station
Windham,Connecticut,41.83,-71.9874,151781.98666076866,Merrimack Station
Calhoun,Alabama,33.7714,-85.826,83012.40291652664,Gaston Steam Plant
Henderson,North Carolina,35.3363,-82.48,66628.87599998704,James E. Rogers Energy Complex
Lycoming,Pennsylvania,41.3434,-77.0645,45222.06939725056,Montour Steam Station
Flagler,Florida,29.4614,-81.3136,43197.481785246935,Seminole Generating Station
St. Mary's,Maryland,38.3024,-76.6058,97532.18964076812,Herbert Wagner Generating Station
Delaware,Indiana,40.2275,-85.3969,63748.83305024941,Whitewater Valley Generating Station
LaPorte,Indiana,41.546,-86.74,24112.321490418843,Michigan City Generating Station
Ontario,New York,42.8528,-77.2998,204929.4558494108,Montour Steam Station
Albemarle,Virginia,38.0229,-78.5567,125579.58691007383,Chesterfield power station
Newton,Georgia,33.555,-83.8502,55014.28671808252,Scherer Steam Generating Station
Mercer,Pennsylvania,41.3022,-80.2577,91456.97873013801,Sammis Plant
Douglas,Oregon,43.2797,-123.1665,387087.76449075044,Centralia Power Plant
Androscoggin,Maine,44.1658,-70.2065,127594.0257443954,Schiller Station
Hardin,Kentucky,37.6979,-85.9634,39626.43524756263,Mill Creek Station
Terrebonne,Louisiana,29.4148,-90.8663,153463.08201031663,Big Cajun II Power Plant
LaSalle,Illinois,41.344,-88.8859,105670.28750273987,Edwards Generation Plant
Craighead,Arkansas,35.8308,-90.6328,72104.28534862695,Independence Steam Station
Cowlitz,Washington,46.1932,-122.681,63999.98315122667,Centralia Power Plant
Warren,New Jersey,40.8572,-74.9973,44588.01556363213,Northampton Generating Plant
Hanover,Virginia,37.7601,-77.491,42923.70996237377,Chesterfield power station
Eaton,Michigan,42.5961,-84.8383,18322.299652223333,Erickson Station
St. Lawrence,New York,44.4964,-75.0691,326499.51514617127,Merrimack Station
Pennington,South Dakota,44.0037,-102.8238,207249.02025676737,Neil Simpson Power Plants
Madison,Mississippi,32.6347,-90.0337,112094.71767959897,Red Hills Generation Facility
Kankakee,Illinois,41.1377,-87.8618,70857.64463064728,Schahfer Generating Station
Miami,Ohio,40.0535,-84.2289,63432.545475957384,Whitewater Valley Generating Station
Bartow,Georgia,34.2377,-84.8404,14433.58629768382,Plant Bowen
Bradley,Tennessee,35.1541,-84.8596,88189.81487405502,Kingston Fossil Plant
Yamhill,Oregon,45.2326,-123.3081,172884.05511994366,Centralia Power Plant
Cass,Missouri,38.647,-94.3549,41769.98978514275,La Cygne Generating Station
Matanuska-Susitna,Alaska,62.3155,-149.5728,2413969.356027102,Centralia Power Plant
Navajo,Arizona,35.3996,-110.3214,50924.27835315355,Cholla Generating Station
Vigo,Indiana,39.4306,-87.39,41414.14673391742,Merom Generating Station
Houston,Alabama,31.1532,-85.3025,251838.71747490717,Wansley Plant
Walworth,Wisconsin,42.6685,-88.5419,61524.88953611324,South Oak Creek Plant
Monongalia,West Virginia,39.6303,-80.0466,11469.564185537947,Longview Plant
Carver,Minnesota,44.8207,-93.8026,62575.907022578176,Sherburne County Plant
Tompkins,New York,42.452,-76.4736,154372.51213065218,Montour Steam Station
Sumter,South Carolina,33.9162,-80.3822,24300.857924924745,Wateree Station
Rockwall,Texas,32.8978,-96.4079,147572.4794867229,Welsh Power Plant
Eau Claire,Wisconsin,44.7268,-91.286,68350.61022266178,John Madgett Station
Platte,Missouri,39.3803,-94.7738,19239.93510563373,Iatan Generating Station
Woodbury,Iowa,42.3897,-96.0448,28032.402385742287,George Neal Station South
Franklin,Missouri,38.4111,-91.075,26619.77846780685,Labadie power station
Macon,Illinois,39.86,-88.9616,6145.061046667846,Archer Daniels Midland Decatur Power Plant
